step,time_or_drift,applied_displacement,base_reaction,row_idx,row_slip,row_connector_force,row_dissipation_increment,row_q_b,row_sticking_flag
82,0.004666666666666666,13.999999999999998,0.004915207624435425,2,0.17819090885900996,0.06236681810065348,0.0,1.0,True
83,0.005333333333333332,15.999999999999996,0.005617387592792511,0,0.20364675298172563,0.07127636354360396,0.0,1.0,True
83,0.005333333333333332,15.999999999999996,0.005617387592792511,1,0.10079999999999996,0.035279999999999985,0.0,1.0,True
83,0.005333333333333332,15.999999999999996,0.005617387592792511,2,0.20364675298172563,0.07127636354360396,0.0,1.0,True
84,0.006,18.0,0.006319552659988403,0,0.2291025971044414,0.08018590898655448,0.0,1.0,True
84,0.006,18.0,0.006319552659988403,1,0.11339999999999999,0.039689999999999996,0.0,1.0,True
84,0.006,18.0,0.006319552659988403,2,0.2291025971044414,0.08018590898655448,0.0,1.0,True
85,0.006666666666666666,20.0,0.007021740078926086,0,0.2545584412271571,0.08909545442950498,0.0,1.0,True
85,0.006666666666666666,20.0,0.007021740078926086,1,0.12599999999999997,0.044099999999999986,0.0,1.0,True
85,0.006666666666666666,20.0,0.007021740078926086,2,0.2545584412271571,0.08909545442950498,0.0,1.0,True
86,0.007333333333333332,21.999999999999996,0.007723905146121979,0,0.28001428534987277,0.09800499987245546,0.0,1.0,True
86,0.007333333333333332,21.999999999999996,0.007723905146121979,1,0.13859999999999997,0.04850999999999999,0.0,1.0,True
86,0.007333333333333332,21.999999999999996,0.007723905146121979,2,0.28001428534987277,0.09800499987245546,0.0,1.0,True
87,0.007999999999999998,23.999999999999996,0.008426077663898468,0,0.3054701294725885,0.10691454531540596,0.0,1.0,True
87,0.007999999999999998,23.999999999999996,0.008426077663898468,1,0.15119999999999995,0.05291999999999998,0.0,1.0,True
87,0.007999999999999998,23.999999999999996,0.008426077663898468,2,0.3054701294725885,0.10691454531540596,0.0,1.0,True
88,0.008666666666666665,25.999999999999993,0.00912824273109436,0,0.3309259735953041,0.11582409075835644,0.0,1.0,True
88,0.008666666666666665,25.999999999999993,0.00912824273109436,1,0.16379999999999995,0.05732999999999998,0.0,1.0,True
88,0.008666666666666665,25.999999999999993,0.00912824273109436,2,0.3309259735953041,0.11582409075835644,0.0,1.0,True
89,0.009333333333333334,28.000000000000004,0.009830430150032043,0,0.35638181771802,0.124733636201307,0.0,1.0,True
89,0.009333333333333334,28.000000000000004,0.009830430150032043,1,0.1764,0.061739999999999996,0.0,1.0,True
89,0.009333333333333334,28.000000000000004,0.009830430150032043,2,0.35638181771802,0.124733636201307,0.0,1.0,True
90,0.01,30.0,0.010532602667808533,0,0.38183766184073564,0.13364318164425745,0.0,1.0,True
90,0.01,30.0,0.010532602667808533,1,0.18899999999999997,0.06614999999999999,0.0,1.0,True
90,0.01,30.0,0.010532602667808533,2,0.38183766184073564,0.13364318164425745,0.0,1.0,True
91,0.009666666666666667,29.0,0.010181501507759094,0,0.36910973977937783,0.12918840892278224,0.0,1.0,True
91,0.009666666666666667,29.0,0.010181501507759094,1,0.18269999999999997,0.06394499999999999,0.0,1.0,True
91,0.009666666666666667,29.0,0.010181501507759094,2,0.36910973977937783,0.12918840892278224,0.0,1.0,True
92,0.009333333333333334,28.000000000000004,0.009830430150032043,0,0.35638181771802,0.124733636201307,0.0,1.0,True
92,0.009333333333333334,28.000000000000004,0.009830430150032043,1,0.1764,0.061739999999999996,0.0,1.0,True
92,0.009333333333333334,28.000000000000004,0.009830430150032043,2,0.35638181771802,0.124733636201307,0.0,1.0,True
93,0.009000000000000001,27.000000000000004,0.009479343891143799,0,0.34365389565666216,0.12027886347983174,0.0,1.0,True
93,0.009000000000000001,27.000000000000004,0.009479343891143799,1,0.1701,0.059535,0.0,1.0,True
93,0.009000000000000001,27.000000000000004,0.009479343891143799,2,0.34365389565666216,0.12027886347983174,0.0,1.0,True
94,0.008666666666666666,26.0,0.009128265082836151,0,0.33092597359530423,0.11582409075835648,0.0,1.0,True
94,0.008666666666666666,26.0,0.009128265082836151,1,0.16379999999999997,0.057329999999999985,0.0,1.0,True
94,0.008666666666666666,26.0,0.009128265082836151,2,0.33092597359530423,0.11582409075835648,0.0,1.0,True
95,0.008333333333333333,25.0,0.008777156472206116,0,0.31819805153394637,0.11136931803688122,0.0,1.0,True
95,0.008333333333333333,25.0,0.008777156472206116,1,0.15749999999999997,0.055124999999999987,0.0,1.0,True
95,0.008333333333333333,25.0,0.008777156472206116,2,0.31819805153394637,0.11136931803688122,0.0,1.0,True
96,0.008,24.0,0.008426085114479065,0,0.30547012947258856,0.10691454531540599,0.0,1.0,True
96,0.008,24.0,0.008426085114479065,1,0.15119999999999997,0.05291999999999999,0.0,1.0,True
96,0.008,24.0,0.008426085114479065,2,0.30547012947258856,0.10691454531540599,0.0,1.0,True
97,0.007666666666666667,23.0,0.008074983954429626,0,0.2927422074112307,0.10245977259393074,0.0,1.0,True
97,0.007666666666666667,23.0,0.008074983954429626,1,0.14489999999999997,0.05071499999999999,0.0,1.0,True
97,0.007666666666666667,23.0,0.008074983954429626,2,0.2927422074112307,0.10245977259393074,0.0,1.0,True
98,0.007333333333333334,22.000000000000004,0.007723905146121979,0,0.2800142853498729,0.0980049998724555,0.0,1.0,True
98,0.007333333333333334,22.000000000000004,0.007723905146121979,1,0.1386,0.04851,0.0,1.0,True
98,0.007333333333333334,22.000000000000004,0.007723905146121979,2,0.2800142853498729,0.0980049998724555,0.0,1.0,True
99,0.007,21.0,0.007372807711362839,0,0.26728636328851496,0.09355022715098023,0.0,1.0,True
99,0.007,21.0,0.007372807711362839,1,0.13229999999999997,0.046304999999999985,0.0,1.0,True
99,0.007,21.0,0.007372807711362839,2,0.26728636328851496,0.09355022715098023,0.0,1.0,True
100,0.006666666666666667,20.0,0.007021740078926086,0,0.2545584412271571,0.08909545442950498,0.0,1.0,True
100,0.006666666666666667,20.0,0.007021740078926086,1,0.12599999999999997,0.044099999999999986,0.0,1.0,True
100,0.006666666666666667,20.0,0.007021740078926086,2,0.2545584412271571,0.08909545442950498,0.0,1.0,True
101,0.006333333333333333,19.0,0.006670646369457245,0,0.24183051916579926,0.08464068170802974,0.0,1.0,True
101,0.006333333333333333,19.0,0.006670646369457245,1,0.11969999999999999,0.041894999999999995,0.0,1.0,True
101,0.006333333333333333,19.0,0.006670646369457245,2,0.24183051916579926,0.08464068170802974,0.0,1.0,True
102,0.006,18.0,0.006319552659988403,0,0.2291025971044414,0.08018590898655448,0.0,1.0,True
102,0.006,18.0,0.006319552659988403,1,0.11339999999999999,0.039689999999999996,0.0,1.0,True
102,0.006,18.0,0.006319552659988403,2,0.2291025971044414,0.08018590898655448,0.0,1.0,True
103,0.005666666666666667,17.0,0.005968477576971054,0,0.21637467504308355,0.07573113626507924,0.0,1.0,True
103,0.005666666666666667,17.0,0.005968477576971054,1,0.10709999999999999,0.03748499999999999,0.0,1.0,True
103,0.005666666666666667,17.0,0.005968477576971054,2,0.21637467504308355,0.07573113626507924,0.0,1.0,True
104,0.005333333333333334,16.000000000000004,0.005617387592792511,0,0.20364675298172574,0.071276363543604,0.0,1.0,True
104,0.005333333333333334,16.000000000000004,0.005617387592792511,1,0.10080000000000001,0.035280000000000006,0.0,1.0,True
104,0.005333333333333334,16.000000000000004,0.005617387592792511,2,0.20364675298172574,0.071276363543604,0.0,1.0,True
105,0.005,15.0,0.005266301333904266,0,0.19091883092036782,0.06682159082212873,0.0,1.0,True
105,0.005,15.0,0.005266301333904266,1,0.09449999999999999,0.03307499999999999,0.0,1.0,True
105,0.005,15.0,0.005266301333904266,2,0.19091883092036782,0.06682159082212873,0.0,1.0,True
106,0.004666666666666667,14.000000000000002,0.004915215075016022,0,0.17819090885901,0.0623668181006535,0.0,1.0,True
106,0.004666666666666667,14.000000000000002,0.004915215075016022,1,0.0882,0.030869999999999998,0.0,1.0,True
106,0.004666666666666667,14.000000000000002,0.004915215075016022,2,0.17819090885901,0.0623668181006535,0.0,1.0,True
107,0.004333333333333334,13.000000000000002,0.004564125090837479,0,0.16546298679765215,0.05791204537917825,0.0,1.0,True
107,0.004333333333333334,13.000000000000002,0.004564125090837479,1,0.0819,0.028665,0.0,1.0,True
107,0.004333333333333334,13.000000000000002,0.004564125090837479,2,0.16546298679765215,0.05791204537917825,0.0,1.0,True
108,0.004,12.0,0.0042130425572395325,0,0.15273506473629428,0.053457272657702996,0.0,1.0,True
108,0.004,12.0,0.0042130425572395325,1,0.07559999999999999,0.026459999999999994,0.0,1.0,True
108,0.004,12.0,0.0042130425572395325,2,0.15273506473629428,0.053457272657702996,0.0,1.0,True
109,0.003666666666666667,11.000000000000002,0.0038619525730609894,0,0.14000714267493644,0.04900249993622775,0.0,1.0,True
109,0.003666666666666667,11.000000000000002,0.0038619525730609894,1,0.0693,0.024255,0.0,1.0,True
109,0.003666666666666667,11.000000000000002,0.0038619525730609894,2,0.14000714267493644,0.04900249993622775,0.0,1.0,True
110,0.003333333333333334,10.000000000000002,0.003510870039463043,0,0.12727922061357858,0.044547727214752496,0.0,1.0,True
110,0.003333333333333334,10.000000000000002,0.003510870039463043,1,0.063,0.02205,0.0,1.0,True
110,0.003333333333333334,10.000000000000002,0.003510870039463043,2,0.12727922061357858,0.044547727214752496,0.0,1.0,True
111,0.003,9.0,0.0031597763299942017,0,0.1145512985522207,0.04009295449327724,0.0,1.0,True
111,0.003,9.0,0.0031597763299942017,1,0.05669999999999999,0.019844999999999998,0.0,1.0,True
111,0.003,9.0,0.0031597763299942017,2,0.1145512985522207,0.04009295449327724,0.0,1.0,True
112,0.002666666666666667,8.000000000000002,0.0028086937963962555,0,0.10182337649086287,0.035638181771802,0.0,1.0,True
112,0.002666666666666667,8.000000000000002,0.0028086937963962555,1,0.05040000000000001,0.017640000000000003,0.0,1.0,True
112,0.002666666666666667,8.000000000000002,0.0028086937963962555,2,0.10182337649086287,0.035638181771802,0.0,1.0,True
113,0.002333333333333334,7.000000000000002,0.002457607537508011,0,0.089095454429505,0.03118340905032675,0.0,1.0,True
113,0.002333333333333334,7.000000000000002,0.002457607537508011,1,0.04410000000000001,0.015435,0.0,1.0,True
113,0.002333333333333334,7.000000000000002,0.002457607537508011,2,0.089095454429505,0.03118340905032675,0.0,1.0,True
114,0.002,6.0,0.0021065212786197662,0,0.07636753236814714,0.026728636328851498,0.0,1.0,True
114,0.002,6.0,0.0021065212786197662,1,0.03779999999999999,0.013229999999999997,0.0,1.0,True
114,0.002,6.0,0.0021065212786197662,2,0.07636753236814714,0.026728636328851498,0.0,1.0,True
115,0.001666666666666667,5.000000000000001,0.0017554350197315216,0,0.06363961030678929,0.022273863607376248,0.0,1.0,True
115,0.001666666666666667,5.000000000000001,0.0017554350197315216,1,0.0315,0.011025,0.0,1.0,True
115,0.001666666666666667,5.000000000000001,0.0017554350197315216,2,0.06363961030678929,0.022273863607376248,0.0,1.0,True
116,0.001333333333333334,4.000000000000002,0.0014043450355529785,0,0.05091168824543144,0.017819090885901005,0.0,1.0,True
116,0.001333333333333334,4.000000000000002,0.0014043450355529785,1,0.025200000000000007,0.008820000000000001,0.0,1.0,True
116,0.001333333333333334,4.000000000000002,0.0014043450355529785,2,0.05091168824543144,0.017819090885901005,0.0,1.0,True
117,0.0010000000000000009,3.0000000000000027,0.0010532597079873085,0,0.0381837661840736,0.013364318164425758,0.0,1.0,True
117,0.0010000000000000009,3.0000000000000027,0.0010532597079873085,1,0.018900000000000014,0.0066150000000000046,0.0,1.0,True
117,0.0010000000000000009,3.0000000000000027,0.0010532597079873085,2,0.0381837661840736,0.013364318164425758,0.0,1.0,True
118,0.0006666666666666678,2.0000000000000036,0.0007021729834377766,0,0.025455844122715756,0.008909545442950514,0.0,1.0,True
118,0.0006666666666666678,2.0000000000000036,0.0007021729834377766,1,0.012600000000000021,0.004410000000000007,0.0,1.0,True
118,0.0006666666666666678,2.0000000000000036,0.0007021729834377766,2,0.025455844122715756,0.008909545442950514,0.0,1.0,True
119,0.00033333333333333305,0.9999999999999991,0.00035108672454953194,0,0.012727922061357843,0.004454772721475245,0.0,1.0,True
119,0.00033333333333333305,0.9999999999999991,0.00035108672454953194,1,0.006299999999999994,0.0022049999999999978,0.0,1.0,True
119,0.00033333333333333305,0.9999999999999991,0.00035108672454953194,2,0.012727922061357843,0.004454772721475245,0.0,1.0,True
120,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,True
120,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,True
120,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,True
121,0.0007333333333333334,2.2,0.0007723905146121979,0,0.028001428534987285,0.00980049998724555,0.0,1.0,True
121,0.0007333333333333334,2.2,0.0007723905146121979,1,0.013859999999999999,0.004850999999999999,0.0,1.0,True
121,0.0007333333333333334,2.2,0.0007723905146121979,2,0.028001428534987285,0.00980049998724555,0.0,1.0,True
122,0.001466666666666667,4.4,0.0015447810292243958,0,0.05600285706997457,0.0196009999744911,0.0,1.0,True
122,0.001466666666666667,4.4,0.0015447810292243958,1,0.027719999999999998,0.009701999999999999,0.0,1.0,True
122,0.001466666666666667,4.4,0.0015447810292243958,2,0.05600285706997457,0.0196009999744911,0.0,1.0,True
123,0.0022000000000000006,6.600000000000001,0.0023171696811914444,0,0.08400428560496187,0.029401499961736653,0.0,1.0,True
123,0.0022000000000000006,6.600000000000001,0.0023171696811914444,1,0.041580000000000006,0.014553000000000002,0.0,1.0,True
123,0.0022000000000000006,6.600000000000001,0.0023171696811914444,2,0.08400428560496187,0.029401499961736653,0.0,1.0,True
124,0.002933333333333334,8.8,0.0030895620584487915,0,0.11200571413994914,0.0392019999489822,0.0,1.0,True
124,0.002933333333333334,8.8,0.0030895620584487915,1,0.055439999999999996,0.019403999999999998,0.0,1.0,True
124,0.002933333333333334,8.8,0.0030895620584487915,2,0.11200571413994914,0.0392019999489822,0.0,1.0,True
125,0.003666666666666667,11.000000000000002,0.0038619525730609894,0,0.14000714267493644,0.04900249993622775,0.0,1.0,True
125,0.003666666666666667,11.000000000000002,0.0038619525730609894,1,0.0693,0.024255,0.0,1.0,True
125,0.003666666666666667,11.000000000000002,0.0038619525730609894,2,0.14000714267493644,0.04900249993622775,0.0,1.0,True
126,0.004400000000000001,13.200000000000003,0.004634339362382889,0,0.16800857120992374,0.058802999923473306,0.0,1.0,True
126,0.004400000000000001,13.200000000000003,0.004634339362382889,1,0.08316000000000001,0.029106000000000003,0.0,1.0,True
126,0.004400000000000001,13.200000000000003,0.004634339362382889,2,0.16800857120992374,0.058802999923473306,0.0,1.0,True
127,0.005133333333333334,15.400000000000004,0.0054067447781562805,0,0.196009999744911,0.06860349991071885,0.0,1.0,True
127,0.005133333333333334,15.400000000000004,0.0054067447781562805,1,0.09702000000000001,0.033957,0.0,1.0,True
127,0.005133333333333334,15.400000000000004,0.0054067447781562805,2,0.196009999744911,0.06860349991071885,0.0,1.0,True
128,0.005866666666666668,17.6,0.006179124116897583,0,0.22401142827989828,0.0784039998979644,0.0,1.0,True
128,0.005866666666666668,17.6,0.006179124116897583,1,0.11087999999999999,0.038807999999999995,0.0,1.0,True
128,0.005866666666666668,17.6,0.006179124116897583,2,0.22401142827989828,0.0784039998979644,0.0,1.0,True
129,0.006600000000000001,19.800000000000004,0.006951510906219482,0,0.2520128568148856,0.08820449988520995,0.0,1.0,True
129,0.006600000000000001,19.800000000000004,0.006951510906219482,1,0.12474,0.043658999999999996,0.0,1.0,True
129,0.006600000000000001,19.800000000000004,0.006951510906219482,2,0.2520128568148856,0.08820449988520995,0.0,1.0,True
130,0.007333333333333334,22.000000000000004,0.007723905146121979,0,0.2800142853498729,0.0980049998724555,0.0,1.0,True
130,0.007333333333333334,22.000000000000004,0.007723905146121979,1,0.1386,0.04851,0.0,1.0,True
130,0.007333333333333334,22.000000000000004,0.007723905146121979,2,0.2800142853498729,0.0980049998724555,0.0,1.0,True
131,0.008066666666666668,24.200000000000003,0.008496291935443878,0,0.30801571388486015,0.10780549985970105,0.0,1.0,True
131,0.008066666666666668,24.200000000000003,0.008496291935443878,1,0.15245999999999998,0.05336099999999999,0.0,1.0,True
131,0.008066666666666668,24.200000000000003,0.008496291935443878,2,0.30801571388486015,0.10780549985970105,0.0,1.0,True
132,0.008800000000000002,26.400000000000006,0.009268678724765778,0,0.3360171424198475,0.11760599984694661,0.0,1.0,True
132,0.008800000000000002,26.400000000000006,0.009268678724765778,1,0.16632000000000002,0.05821200000000001,0.0,1.0,True
132,0.008800000000000002,26.400000000000006,0.009268678724765778,2,0.3360171424198475,0.11760599984694661,0.0,1.0,True
133,0.009533333333333335,28.600000000000005,0.010041072964668274,0,0.36401857095483475,0.12740649983419217,0.0,1.0,True
133,0.009533333333333335,28.600000000000005,0.010041072964668274,1,0.18018,0.063063,0.0,1.0,True
133,0.009533333333333335,28.600000000000005,0.010041072964668274,2,0.36401857095483475,0.12740649983419217,0.0,1.0,True
134,0.010266666666666669,30.800000000000008,0.010813489556312561,0,0.392019999489822,0.1372069998214377,0.0,1.0,True
134,0.010266666666666669,30.800000000000008,0.010813489556312561,1,0.19404000000000002,0.067914,0.0,1.0,True
134,0.010266666666666669,30.800000000000008,0.010813489556312561,2,0.392019999489822,0.1372069998214377,0.0,1.0,True
135,0.011000000000000001,33.0,0.01158585399389267,0,0.42002142802480924,0.14700749980868322,0.0,1.0,True
135,0.011000000000000001,33.0,0.01158585399389267,1,0.20789999999999997,0.07276499999999998,0.0,1.0,True
135,0.011000000000000001,33.0,0.01158585399389267,2,0.42002142802480924,0.14700749980868322,0.0,1.0,True
136,0.011733333333333335,35.2,0.012358248233795166,0,0.44802285655979657,0.1568079997959288,0.0,1.0,True
136,0.011733333333333335,35.2,0.012358248233795166,1,0.22175999999999998,0.07761599999999999,0.0,1.0,True
136,0.011733333333333335,35.2,0.012358248233795166,2,0.44802285655979657,0.1568079997959288,0.0,1.0,True
137,0.01246666666666667,37.400000000000006,0.013130642473697662,0,0.47602428509478384,0.16660849978317432,0.0,1.0,True
137,0.01246666666666667,37.400000000000006,0.013130642473697662,1,0.23562,0.082467,0.0,1.0,True
137,0.01246666666666667,37.400000000000006,0.013130642473697662,2,0.47602428509478384,0.16660849978317432,0.0,1.0,True
138,0.013200000000000002,39.60000000000001,0.013903021812438965,0,0.5040257136297712,0.1764089997704199,0.0,1.0,True
138,0.013200000000000002,39.60000000000001,0.013903021812438965,1,0.24948,0.08731799999999999,0.0,1.0,True
138,0.013200000000000002,39.60000000000001,0.013903021812438965,2,0.5040257136297712,0.1764089997704199,0.0,1.0,True
139,0.013933333333333336,41.800000000000004,0.014675416052341461,0,0.5320271421647584,0.18620949975766543,0.0,1.0,True
139,0.013933333333333336,41.800000000000004,0.014675416052341461,1,0.26334,0.092169,0.0,1.0,True
139,0.013933333333333336,41.800000000000004,0.014675416052341461,2,0.5320271421647584,0.18620949975766543,0.0,1.0,True
140,0.014666666666666668,44.00000000000001,0.015447810292243958,0,0.5600285706997458,0.196009999744911,0.0,1.0,True
140,0.014666666666666668,44.00000000000001,0.015447810292243958,1,0.2772,0.09702,0.0,1.0,True
140,0.014666666666666668,44.00000000000001,0.015447810292243958,2,0.5600285706997458,0.196009999744911,0.0,1.0,True
141,0.015400000000000002,46.20000000000001,0.016220182180404663,0,0.5880299992347331,0.20581049973215657,0.0,1.0,True
141,0.015400000000000002,46.20000000000001,0.016220182180404663,1,0.29106000000000004,0.101871,0.0,1.0,True
141,0.015400000000000002,46.20000000000001,0.016220182180404663,2,0.5880299992347331,0.20581049973215657,0.0,1.0,True
142,0.016133333333333336,48.400000000000006,0.016992583870887756,0,0.6160314277697203,0.2156109997194021,0.0,1.0,True
142,0.016133333333333336,48.400000000000006,0.016992583870887756,1,0.30491999999999997,0.10672199999999998,0.0,1.0,True
142,0.016133333333333336,48.400000000000006,0.016992583870887756,2,0.6160314277697203,0.2156109997194021,0.0,1.0,True
143,0.01686666666666667,50.60000000000001,0.017764970660209656,0,0.6440328563047076,0.22541149970664764,0.0,1.0,True
143,0.01686666666666667,50.60000000000001,0.017764970660209656,1,0.31878,0.11157299999999999,0.0,1.0,True
143,0.01686666666666667,50.60000000000001,0.017764970660209656,2,0.6440328563047076,0.22541149970664764,0.0,1.0,True
144,0.017600000000000005,52.80000000000001,0.018537357449531555,0,0.672034284839695,0.23521199969389323,0.0,1.0,True
144,0.017600000000000005,52.80000000000001,0.018537357449531555,1,0.33264000000000005,0.11642400000000001,0.0,1.0,True
144,0.017600000000000005,52.80000000000001,0.018537357449531555,2,0.672034284839695,0.23521199969389323,0.0,1.0,True
145,0.018333333333333337,55.000000000000014,0.019309788942337036,0,0.7000357133746822,0.24501249968113875,0.0,1.0,True
145,0.018333333333333337,55.000000000000014,0.019309788942337036,1,0.34650000000000003,0.12127500000000001,0.0,1.0,True
145,0.018333333333333337,55.000000000000014,0.019309788942337036,2,0.7000357133746822,0.24501249968113875,0.0,1.0,True
146,0.01906666666666667,57.20000000000001,0.020082145929336548,0,0.7280371419096695,0.25481299966838433,0.0,1.0,True
146,0.01906666666666667,57.20000000000001,0.020082145929336548,1,0.36036,0.126126,0.0,1.0,True
146,0.01906666666666667,57.20000000000001,0.020082145929336548,2,0.7280371419096695,0.25481299966838433,0.0,1.0,True
147,0.0198,59.400000000000006,0.020854562520980835,0,0.7560385704446567,0.26461349965562986,0.0,1.0,True
147,0.0198,59.400000000000006,0.020854562520980835,1,0.37422,0.13097699999999998,0.0,1.0,True
147,0.0198,59.400000000000006,0.020854562520980835,2,0.7560385704446567,0.26461349965562986,0.0,1.0,True
148,0.020533333333333337,61.600000000000016,0.021626979112625122,0,0.784039998979644,0.2744139996428754,0.0,1.0,True
148,0.020533333333333337,61.600000000000016,0.021626979112625122,1,0.38808000000000004,0.135828,0.0,1.0,True
148,0.020533333333333337,61.600000000000016,0.021626979112625122,2,0.784039998979644,0.2744139996428754,0.0,1.0,True
149,0.02126666666666667,63.80000000000001,0.022399306297302246,0,0.8120414275146314,0.28421449963012096,0.0,1.0,True
149,0.02126666666666667,63.80000000000001,0.022399306297302246,1,0.40194,0.140679,0.0,1.0,True
149,0.02126666666666667,63.80000000000001,0.022399306297302246,2,0.8120414275146314,0.28421449963012096,0.0,1.0,True
150,0.022000000000000002,66.0,0.02317170798778534,0,0.8400428560496185,0.29401499961736643,0.0,1.0,True
150,0.022000000000000002,66.0,0.02317170798778534,1,0.41579999999999995,0.14552999999999996,0.0,1.0,True
150,0.022000000000000002,66.0,0.02317170798778534,2,0.8400428560496185,0.29401499961736643,0.0,1.0,True
151,0.020533333333333334,61.6,0.021626949310302734,0,0.7840399989796439,0.2744139996428754,0.0,1.0,True
151,0.020533333333333334,61.6,0.021626949310302734,1,0.38808,0.13582799999999998,0.0,1.0,True
151,0.020533333333333334,61.6,0.021626949310302734,2,0.7840399989796439,0.2744139996428754,0.0,1.0,True
152,0.01906666666666667,57.20000000000001,0.020082145929336548,0,0.7280371419096695,0.25481299966838433,0.0,1.0,True
152,0.01906666666666667,57.20000000000001,0.020082145929336548,1,0.36036,0.126126,0.0,1.0,True
152,0.01906666666666667,57.20000000000001,0.020082145929336548,2,0.7280371419096695,0.25481299966838433,0.0,1.0,True
153,0.0176,52.800000000000004,0.018537387251853943,0,0.6720342848396949,0.23521199969389317,0.0,1.0,True
153,0.0176,52.800000000000004,0.018537387251853943,1,0.33264,0.11642399999999999,0.0,1.0,True
153,0.0176,52.800000000000004,0.018537387251853943,2,0.6720342848396949,0.23521199969389317,0.0,1.0,True
154,0.016133333333333333,48.4,0.016992583870887756,0,0.6160314277697202,0.21561099971940206,0.0,1.0,True
154,0.016133333333333333,48.4,0.016992583870887756,1,0.30491999999999997,0.10672199999999998,0.0,1.0,True
154,0.016133333333333333,48.4,0.016992583870887756,2,0.6160314277697202,0.21561099971940206,0.0,1.0,True
155,0.014666666666666668,44.00000000000001,0.015447810292243958,0,0.5600285706997458,0.196009999744911,0.0,1.0,True
155,0.014666666666666668,44.00000000000001,0.015447810292243958,1,0.2772,0.09702,0.0,1.0,True
155,0.014666666666666668,44.00000000000001,0.015447810292243958,2,0.5600285706997458,0.196009999744911,0.0,1.0,True
156,0.0132,39.6,0.013903014361858368,0,0.5040257136297711,0.17640899977041988,0.0,1.0,True
156,0.0132,39.6,0.013903014361858368,1,0.24947999999999998,0.08731799999999999,0.0,1.0,True
156,0.0132,39.6,0.013903014361858368,2,0.5040257136297711,0.17640899977041988,0.0,1.0,True
157,0.011733333333333333,35.2,0.012358248233795166,0,0.44802285655979657,0.1568079997959288,0.0,1.0,True
157,0.011733333333333333,35.2,0.012358248233795166,1,0.22175999999999998,0.07761599999999999,0.0,1.0,True
157,0.011733333333333333,35.2,0.012358248233795166,2,0.44802285655979657,0.1568079997959288,0.0,1.0,True
158,0.010266666666666667,30.8,0.010813474655151367,0,0.39201999948982197,0.1372069998214377,0.0,1.0,True
158,0.010266666666666667,30.8,0.010813474655151367,1,0.19404,0.06791399999999999,0.0,1.0,True
158,0.010266666666666667,30.8,0.010813474655151367,2,0.39201999948982197,0.1372069998214377,0.0,1.0,True
159,0.0088,26.400000000000002,0.009268693625926971,0,0.3360171424198474,0.11760599984694659,0.0,1.0,True
159,0.0088,26.400000000000002,0.009268693625926971,1,0.16632,0.05821199999999999,0.0,1.0,True
159,0.0088,26.400000000000002,0.009268693625926971,2,0.3360171424198474,0.11760599984694659,0.0,1.0,True
160,0.007333333333333334,22.000000000000004,0.007723905146121979,0,0.2800142853498729,0.0980049998724555,0.0,1.0,True
160,0.007333333333333334,22.000000000000004,0.007723905146121979,1,0.1386,0.04851,0.0,1.0,True
160,0.007333333333333334,22.000000000000004,0.007723905146121979,2,0.2800142853498729,0.0980049998724555,0.0,1.0,True
161,0.005866666666666666,17.599999999999998,0.00617913156747818,0,0.22401142827989823,0.07840399989796437,0.0,1.0,True
161,0.005866666666666666,17.599999999999998,0.00617913156747818,1,0.11087999999999998,0.03880799999999999,0.0,1.0,True
161,0.005866666666666666,17.599999999999998,0.00617913156747818,2,0.22401142827989823,0.07840399989796437,0.0,1.0,True
162,0.004399999999999998,13.199999999999992,0.004634350538253784,0,0.1680085712099236,0.05880299992347326,0.0,1.0,True
162,0.004399999999999998,13.199999999999992,0.004634350538253784,1,0.08315999999999994,0.02910599999999998,0.0,1.0,True
162,0.004399999999999998,13.199999999999992,0.004634350538253784,2,0.1680085712099236,0.05880299992347326,0.0,1.0,True
163,0.002933333333333333,8.799999999999999,0.00308956578373909,0,0.11200571413994911,0.039201999948982186,0.0,1.0,True
163,0.002933333333333333,8.799999999999999,0.00308956578373909,1,0.05543999999999999,0.019403999999999994,0.0,1.0,True
163,0.002933333333333333,8.799999999999999,0.00308956578373909,2,0.11200571413994911,0.039201999948982186,0.0,1.0,True
164,0.0014666666666666647,4.399999999999994,0.0015447791665792465,0,0.05600285706997449,0.01960099997449107,0.0,1.0,True
164,0.0014666666666666647,4.399999999999994,0.0015447791665792465,1,0.02771999999999996,0.009701999999999985,0.0,1.0,True
164,0.0014666666666666647,4.399999999999994,0.0015447791665792465,2,0.05600285706997449,0.01960099997449107,0.0,1.0,True
165,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,True
165,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,True
165,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,True
166,-0.0014666666666666682,-4.400000000000005,-0.0015447810292243958,0,-0.056002857069974626,-0.019600999974491117,0.0,1.0,True
166,-0.0014666666666666682,-4.400000000000005,-0.0015447810292243958,1,-0.027720000000000026,-0.00970200000000001,0.0,1.0,True
166,-0.0014666666666666682,-4.400000000000005,-0.0015447810292243958,2,-0.056002857069974626,-0.019600999974491117,0.0,1.0,True
167,-0.0029333333333333364,-8.80000000000001,-0.0030895620584487915,0,-0.11200571413994925,-0.039201999948982234,0.0,1.0,True
